accession,Strain,lineage,passed
GCA_000673735.1_Myco_tube_KT-0019_V1,KT-0019,LIN-2,TRUE
GCA_000669375.1_Myco_tube_KT-_0020_V1,KT-0020,LIN-2,TRUE
GCA_000804245.1_ASM80424v1,KT-0022_2,LIN-4,TRUE
GCA_000673755.1_Myco_tube_KT-0022_V1,KT-0022,LIN-4,TRUE
GCF_000706525.1_Myco_tube_KT-0023_V1,KT-0023,LIN-2,TRUE
GCA_000673775.1_Myco_tube_KT-0024_V1,KT-0024,LIN-2,TRUE
GCA_000669395.1_Myco_tube_KT-_0025_V1,KT-0025,LIN-2,TRUE
GCA_000804125.1_ASM80412v1,KT-0026_1,LIN-2,TRUE
GCF_000673795.1_Myco_tube_KT-0026_V1,KT-0026,LIN-2,TRUE
GCA_000673815.1_Myco_tube_KT-0027_V1,KT-0027,LIN-2,TRUE
GCF_000673835.1_Myco_tube_KT-0028_V1,KT-0028,LIN-4,TRUE
GCA_000669415.1_Myco_tube_KT-_0029_V1,KT-0029,LIN-2,TRUE
GCA_000669435.1_Myco_tube_KT-_0031_V1,KT-0031,LIN-2,TRUE
GCA_000669455.1_Myco_tube_KT-_0032_V1,KT-0032,LIN-2,TRUE
GCA_000669475.1_Myco_tube_KT-0033_V1,KT-0033,LIN-2,TRUE
GCA_000669495.1_Myco_tube_KT-0034_V1,KT-0034,LIN-2,TRUE
GCA_000673855.1_Myco_tube_KT-0035_V1,KT-0035,LIN-2,TRUE
GCA_000657955.1_Myco_tube_KT-0037_V1,KT-0037,LIN-2,TRUE
GCA_000673875.1_Myco_tube_KT-0039_V1,KT-0039,LIN-2,TRUE
GCA_000657975.1_Myco_tube_KT-0040_V1,KT-0040,LIN-4,TRUE
GCA_000673895.1_Myco_tube_KT-0041_V1,KT-0041,LIN-2,TRUE
GCA_000669515.1_Myco_tube_KT-0042_V1,KT-0042,LIN-2,TRUE
GCA_000673915.1_Myco_tube_KT-0043_V1,KT-0043,LIN-2,TRUE
GCF_000706785.1_Myco_tube_KT-0045_V1,KT-0045,LIN-2,TRUE
GCA_000673935.1_Myco_tube_KT-0047_V1,KT-0047,LIN-2,TRUE
GCA_000673955.1_Myco_tube_KT-0048_V1,KT-0048,LIN-3,TRUE
GCA_000673975.1_Myco_tube_KT-0051_V1,KT-0051,LIN-2,TRUE
GCA_000673995.1_Myco_tube_KT-0053_V1,KT-0053,LIN-2,TRUE
GCA_000674015.1_Myco_tube_KT-0056_V1,KT-0056,LIN-4,TRUE
GCA_000674035.1_Myco_tube_KT-0057_V1,KT-0057,LIN-2,TRUE
GCA_000674055.1_Myco_tube_KT-0058_V1,KT-0058,LIN-2,TRUE
GCA_000669535.1_Myco_tube_KT-0060_V1,KT-0060,LIN-2,TRUE
GCA_000674075.1_Myco_tube_KT-0063_V1,KT-0063,LIN-2,TRUE
GCA_000674095.1_Myco_tube_KT-0064_V1,KT-0064,LIN-2,TRUE
GCA_000657995.1_Myco_tube_KT-0067_V1,KT-0067,LIN-2,TRUE
GCA_000669555.1_Myco_tube_KT-0069_V1,KT-0069,LIN-2,TRUE
GCA_000674115.1_Myco_tube_KT-0070_V1,KT-0070,LIN-2,TRUE
GCA_000674135.1_Myco_tube_KT-0071_V1,KT-0071,LIN-2,TRUE
GCA_000674155.1_Myco_tube_KT-0072_V1,KT-0072,LIN-2,TRUE
GCA_000674175.1_Myco_tube_KT-0075_V1,KT-0075,LIN-2,TRUE
GCA_000674195.1_Myco_tube_KT-0077_V1,KT-0077,LIN-2,TRUE
GCF_000674215.1_Myco_tube_KT-0078_V1,KT-0078,LIN-2,TRUE
GCF_000706505.1_Myco_tube_KT-0079_V1,KT-0079,LIN-3,TRUE
GCA_000674235.1_Myco_tube_KT-0080_V1,KT-0080,LIN-2,TRUE
GCA_000658015.1_Myco_tube_KT-0081_V1,KT-0081,LIN-2,TRUE
GCA_000669575.1_Myco_tube_KT-0082_V1,KT-0082,LIN-2,TRUE
GCA_000674255.1_Myco_tube_KT-0083_V1,KT-0083,LIN-4,TRUE
GCA_000674275.1_Myco_tube_KT-0084_V1,KT-0084,LIN-2,TRUE
GCA_000674295.1_Myco_tube_KT-0085_V1,KT-0085,LIN-2,TRUE
GCF_000669595.1_Myco_tube_KT-0086_V1,KT-0086,LIN-2,TRUE
GCA_000669615.1_Myco_tube_KT-0087_V1,KT-0087,LIN-2,TRUE
GCA_000674315.1_Myco_tube_KT-0089_V1,KT-0089,LIN-4,TRUE
GCA_000674335.1_Myco_tube_KT-0091_V1,KT-0091,LIN-2,TRUE
GCF_000674355.1_Myco_tube_KT-0092_V1,KT-0092,LIN-2,TRUE
GCA_000674375.1_Myco_tube_KT-0094_V1,KT-0094,LIN-2,TRUE
GCA_000674395.1_Myco_tube_KT-0096_V1,KT-0096,LIN-2,TRUE
GCA_000674415.1_Myco_tube_KT-0098_V1,KT-0098,LIN-2,TRUE
GCA_000674435.1_Myco_tube_KT-0099_V1,KT-0099,LIN-2,TRUE
GCA_000674455.1_Myco_tube_KT-0100_V1,KT-0100,LIN-2,TRUE
GCA_000674475.1_Myco_tube_KT-0102_V1,KT-0102,LIN-2,TRUE
GCA_000674495.1_Myco_tube_KT-0104_V1,KT-0104,LIN-2,TRUE
GCA_000674515.1_Myco_tube_KT-0106_V1,KT-0106,LIN-2,TRUE
GCA_000706485.1_Myco_tube_KT-0107_V1,KT-0107,LIN-2,TRUE
GCA_000674535.1_Myco_tube_KT-0108_V1,KT-0108,LIN-2,TRUE
GCF_000674555.1_Myco_tube_KT-0109_V1,KT-0109,LIN-2,TRUE
GCA_000674575.1_Myco_tube_KT-0110_V1,KT-0110,LIN-2,TRUE
GCA_000803965.1_ASM80396v1,KT-0133,LIN-2,TRUE
GCA_000804065.1_ASM80406v1,KT-0140,LIN-2,TRUE
GCA_000803745.1_ASM80374v1,KT-0181,LIN-4,TRUE
GCA_000803735.1_ASM80373v1,KT-0182,LIN-2,TRUE
GCA_000803725.1_ASM80372v1,KT-0183,LIN-2,TRUE
GCA_000803755.1_ASM80375v1,KT-0184,LIN-2,TRUE
GCA_000803805.1_ASM80380v1,KT-0185,LIN-2,TRUE
GCA_000803825.1_ASM80382v1,KT-0186,LIN-2,TRUE
GCA_000803845.1_ASM80384v1,KT-0187,LIN-4,TRUE
GCA_000803865.1_ASM80386v1,KT-0188,LIN-2,TRUE
GCA_000803885.1_ASM80388v1,KT-0189,LIN-2,TRUE
GCA_000803905.1_ASM80390v1,KT-0190,LIN-2,TRUE
GCA_000803925.1_ASM80392v1,KT-0191,LIN-2,TRUE
GCA_000803945.1_ASM80394v1,KT-0192,LIN-4,TRUE
GCA_000803985.1_ASM80398v1,KT-0193,LIN-2,TRUE
GCA_000804005.1_ASM80400v1,KT-0194,LIN-3,TRUE
GCA_000804025.1_ASM80402v1,KT-0195,LIN-2,TRUE
GCA_000804045.1_ASM80404v1,KT-0196,LIN-2,TRUE
GCA_000804055.1_ASM80405v1,KT-0197,LIN-2,TRUE
GCA_000804105.1_ASM80410v1,KT-0198,LIN-2,TRUE
GCA_000804145.1_ASM80414v1,KT-0199,LIN-4,TRUE
GCA_000804165.1_ASM80416v1,KT-0200,LIN-2,TRUE
GCA_000804185.1_ASM80418v1,KT-0201,LIN-2,TRUE
GCA_000804205.1_ASM80420v1,KT-0202,LIN-2,TRUE
GCA_000804225.1_ASM80422v1,KT-0203,LIN-2,TRUE
GCA_000804285.1_ASM80428v1,KT-0204,LIN-4,TRUE
GCF_000828995.1_ASM82899v1,Kurono,LIN-4,TRUE
GCA_000669675.1_Myco_tube_KZN_1435_V1,KZN-1435_1,LIN-4,TRUE
GCA_000162975.1_ASM16297v1,KZN-4207_1,LIN-4,TRUE
GCA_000669655.1_Myco_tube_KZN_4207_V1,KZN-4207_2,LIN-4,TRUE
GCF_000023625.1_ASM2362v1,KZN1435,LIN-4,TRUE
GCF_000154585.2_ASM15458v2,KZN4207,LIN-4,TRUE
GCF_000154605.2_ASM15460v2,KZN605,LIN-4,TRUE
GCF_000163015.1_ASM16301v1,KZNR506,LIN-4,TRUE
GCF_000162995.1_ASM16299v1,KZNV2475,LIN-4,TRUE
GCA_001445455.1_ASM144545v1,L_13621,LIN-4,TRUE
GCA_001208685.1_6505_4_4,L00201493,LIN-4,TRUE
GCA_001202835.1_6505_4_5,L00401786,LIN-4,TRUE
GCA_002447535.1_ASM244753v1,LE103,LIN-4,TRUE
GCA_002447455.1_ASM244745v1,LE13,LIN-4,TRUE
GCA_002447555.1_ASM244755v1,LE371,LIN-4,TRUE
GCA_002447575.1_ASM244757v1,LE410,LIN-4,TRUE
GCA_002446975.1_ASM244697v1,LE486,LIN-4,TRUE
GCA_002446995.1_ASM244699v1,LE492,LIN-4,TRUE
GCA_002447475.1_ASM244747v1,LE63,LIN-4,TRUE
GCA_002447495.1_ASM244749v1,LE76,LIN-4,TRUE
GCA_002447515.1_ASM244751v1,LE79,LIN-4,TRUE
GCA_002946495.1_ASM294649v1,LJ319,LIN-2,TRUE
GCA_003129545.1_ASM312954v1,LJ338,LIN-2,TRUE
GCA_002447795.1_ASM244779v1,LN1100,LIN-4,TRUE
GCA_002447015.1_ASM244701v1,LN180,LIN-4,TRUE
GCA_002447815.1_ASM244781v1,LN1856,LIN-4,TRUE
GCA_002447035.1_ASM244703v1,LN2358,LIN-4,TRUE
GCA_002447835.1_ASM244783v1,LN2900,LIN-4,TRUE
GCA_002447655.1_ASM244765v1,LN2978,LIN-4,TRUE
GCA_002447615.1_ASM244761v1,LN317,LIN-4,TRUE
GCA_002447675.1_ASM244767v1,LN3584,LIN-4,TRUE
GCA_002447695.1_ASM244769v1,LN3588,LIN-4,TRUE
GCA_002447715.1_ASM244771v1,LN3589,LIN-4,TRUE
GCA_002447735.1_ASM244773v1,LN3668,LIN-4,TRUE
GCA_002447755.1_ASM244775v1,LN3672,LIN-4,TRUE
GCA_002447775.1_ASM244777v1,LN3695,LIN-4,TRUE
GCA_002447055.1_ASM244705v1,LN3756,LIN-4,TRUE
GCA_002447595.1_ASM244759v1,LN55,LIN-2,TRUE
GCA_002447635.1_ASM244763v1,LN763,LIN-4,TRUE
GCF_001842175.1_ASM184217v1,M0000149-6,LIN-4,TRUE
GCF_002129405.1_ASM212940v1,M0000382-3,LIN-4,TRUE
GCF_001945715.1_ASM194571v1,M0000517-4,LIN-4,TRUE
GCF_002131155.1_ASM213115v1,M0000558-8,LIN-4,TRUE
GCA_001842355.1_ASM184235v1,M0000639-6,LIN-4,TRUE
GCA_002129215.1_ASM212921v1,M0000670-1,LIN-2,TRUE
GCA_001945765.1_ASM194576v1,M0000691-7,LIN-4,TRUE
GCF_002130705.1_ASM213070v1,M0000827-7,LIN-4,TRUE
GCF_002131725.1_ASM213172v1,M0000956-4,LIN-4,TRUE
GCF_002130745.1_ASM213074v1,M0001157-8,LIN-4,TRUE
GCF_002131185.1_ASM213118v1,M0001238-6,LIN-4,TRUE
GCA_001842005.1_ASM184200v1,M0001398-8,LIN-4,TRUE
GCA_002130485.1_ASM213048v1,M0001470-5,LIN-2,TRUE
GCF_001841665.1_ASM184166v1,M0001620-5,LIN-4,TRUE
GCF_002129425.1_ASM212942v1,M0001638-7,LIN-4,TRUE
GCF_002130785.1_ASM213078v1,M0001645-2,LIN-4,TRUE
GCA_002131215.1_ASM213121v1,M0001774-0,LIN-4,TRUE
GCA_001207985.1_5237_8_7,M00018020,LIN-4,TRUE
GCF_001841645.1_ASM184164v1,M0002202-1,LIN-4,TRUE
GCF_002131195.1_ASM213119v1,M0002403-5,LIN-4,TRUE
GCF_002129445.1_ASM212944v1,M0002521-4,LIN-4,TRUE
GCA_001946015.1_ASM194601v1,M0002604-8,LIN-4,TRUE
GCF_001841905.1_ASM184190v1,M0002684-0,LIN-4,TRUE
GCF_001895865.1_ASM189586v1,M0002959-6,LIN-4,TRUE
GCF_002129465.1_ASM212946v1,M0002998-4,LIN-4,TRUE
GCA_001842085.1_ASM184208v1,M0003117-0,LIN-2,TRUE
GCA_002131645.1_ASM213164v1,M0003138-6,LIN-4,TRUE
GCA_001946175.1_ASM194617v1,M0003226-9,LIN-4,TRUE
GCF_002129325.1_ASM212932v1,M0003422-4,LIN-2,TRUE
GCF_001842225.1_ASM184222v1,M0003469-5,LIN-4,TRUE
GCF_002130775.1_ASM213077v1,M0003470-3,LIN-4,TRUE
GCA_002131245.1_ASM213124v1,M0003618-7,LIN-4,TRUE
GCF_001841885.1_ASM184188v1,M0003662-5,LIN-4,TRUE
GCF_001841725.1_ASM184172v1,M0003743-3,LIN-4,TRUE
GCF_002131785.1_ASM213178v1,M0003753-2,LIN-4,TRUE
GCA_001841505.1_ASM184150v1,M0003761-5,LIN-4,TRUE
GCF_001842045.1_ASM184204v1,M0003875-3,LIN-4,TRUE
GCA_001946195.1_ASM194619v1,M0003941-3,LIN-2,TRUE
GCA_001942955.1_ASM194295v1,M0004498-3,LIN-4,TRUE
GCA_001841685.1_ASM184168v1,M0004513-9,LIN-4,TRUE
GCF_002129345.1_ASM212934v1,M0004607-9,LIN-4,TRUE
GCF_002131295.1_ASM213129v1,M0004757-2,LIN-4,TRUE
GCF_002129485.1_ASM212948v1,M0004794-5,LIN-4,TRUE
GCF_002129265.1_ASM212926v1,M0005012-1,LIN-2,TRUE
GCF_001841865.1_ASM184186v1,M0005016-2,LIN-4,TRUE
GCA_001947285.1_ASM194728v1,M0005365-3,LIN-4,TRUE
GCF_001841545.1_ASM184154v1,M0005584-9,LIN-4,TRUE
GCF_002129505.1_ASM212950v1,M0005620-1,LIN-4,TRUE
GCF_002131285.1_ASM213128v1,M0005676-3,LIN-4,TRUE
GCF_001841845.1_ASM184184v1,M0005771-2,LIN-4,TRUE
GCF_002131655.1_ASM213165v1,M0005949-4,LIN-4,TRUE
GCF_002130855.1_ASM213085v1,M0006024-5,LIN-4,TRUE
GCA_002130825.1_ASM213082v1,M0006043-5,LIN-4,TRUE
GCA_002129245.1_ASM212924v1,M0006159-9,LIN-2,TRUE
GCF_001842325.1_ASM184232v1,M0006397-5,LIN-4,TRUE
GCF_002130665.1_ASM213066v1,M0006465-0,LIN-4,TRUE
GCF_002129565.1_ASM212956v1,M0006789-3,LIN-4,TRUE
GCA_001842135.1_ASM184213v1,M0006970-9,LIN-4,TRUE
GCA_001946515.1_ASM194651v1,M0007097-0,LIN-4,TRUE
GCA_002129525.1_ASM212952v1,M0007352-9,LIN-4,TRUE
GCF_001947365.1_ASM194736v1,M0007529-2,LIN-4,TRUE
GCF_001944125.1_ASM194412v1,M0007584-7,LIN-4,TRUE
GCA_002130505.1_ASM213050v1,M0007932-8,LIN-2,TRUE
GCF_002130525.1_ASM213052v1,M0008101-9,LIN-2,TRUE
GCA_001842345.1_ASM184234v1,M0008198-5,LIN-4,TRUE
GCF_002130845.1_ASM213084v1,M0008211-6,LIN-4,TRUE
GCA_001944685.1_ASM194468v1,M0008507-7,LIN-4,TRUE
GCA_002130565.1_ASM213056v1,M0008635-6,LIN-2,TRUE
GCF_001841705.1_ASM184170v1,M0009119-0,LIN-4,TRUE
GCF_002130865.1_ASM213086v1,M0009138-0,LIN-4,TRUE
GCF_002129365.1_ASM212936v1,M0009182-8,LIN-4,TRUE
GCA_002129605.1_ASM212960v1,M0009212-3,LIN-4,TRUE
GCF_001841715.1_ASM184171v1,M0009260-2,LIN-4,TRUE
GCA_001947435.1_ASM194743v1,M0009405-3,LIN-4,TRUE
GCF_002131365.1_ASM213136v1,M0009653-8,LIN-4,TRUE
GCA_001318985.1_6505_4_7,M00102058,LIN-4,TRUE
GCA_001841525.1_ASM184152v1,M0010326-8,LIN-4,TRUE
GCF_001841895.1_ASM184189v1,M0010396-1,LIN-4,TRUE
GCF_002129545.1_ASM212954v1,M0010456-3,LIN-4,TRUE
GCA_002131815.1_ASM213181v1,M0010478-7,LIN-4,TRUE
GCF_002130945.1_ASM213094v1,M0010636-0,LIN-4,TRUE
GCA_001841945.1_ASM184194v1,M0010710-3,LIN-4,TRUE
GCF_001841475.1_ASM184147v1,M0011025-5,LIN-2,TRUE
GCA_001322525.1_6586_8_6,M0011153,LIN-4,TRUE
GCF_002130955.1_ASM213095v1,M0011538-7,LIN-4,TRUE
GCA_002129275.1_ASM212927v1,M0011773-0,LIN-2,TRUE
GCF_002130895.1_ASM213089v1,M0011993-4,LIN-4,TRUE
GCA_002131335.1_ASM213133v1,M0012119-5,LIN-4,TRUE
GCF_002131385.1_ASM213138v1,M0012253-2,LIN-4,TRUE
GCF_002129625.1_ASM212962v1,M0012491-8,LIN-4,TRUE
GCF_002130765.1_ASM213076v1,M0012810-9,LIN-4,TRUE
GCF_002130685.1_ASM213068v1,M0013032-9,LIN-4,TRUE
GCF_001841805.1_ASM184180v1,M0013217-6,LIN-4,TRUE
GCA_001947535.1_ASM194753v1,M0013559-1,LIN-4,TRUE
GCA_001948445.1_ASM194844v1,M0013712-6,LIN-4,TRUE
GCF_001946725.1_ASM194672v1,M0013793-6,LIN-4,TRUE
GCA_002131055.1_ASM213105v1,M0013935-3,LIN-4,TRUE
GCA_001841615.1_ASM184161v1,M0014029-4,LIN-4,TRUE
GCF_001946745.1_ASM194674v1,M0014035-1,LIN-4,TRUE
GCA_002131025.1_ASM213102v1,M0014126-8,LIN-4,TRUE
GCF_002129585.1_ASM212958v1,M0014239-9,LIN-4,TRUE
GCA_001841975.1_ASM184197v1,M0014243-1,LIN-4,TRUE
GCF_001842095.1_ASM184209v1,M0014296-9,LIN-4,TRUE
GCF_001943595.1_ASM194359v1,M0014412-2,LIN-4,TRUE
GCF_002131445.1_ASM213144v1,M0014480-9,LIN-4,TRUE
GCF_002131405.1_ASM213140v1,M0014540-0,LIN-4,TRUE
GCA_002130925.1_ASM213092v1,M0014577-2,LIN-4,TRUE
GCF_002131005.1_ASM213100v1,M0014793-5,LIN-4,TRUE
GCF_002131485.1_ASM213148v1,M0014870-1,LIN-4,TRUE
GCA_002129305.1_ASM212930v1,M0014890-9,LIN-2,TRUE
GCF_002130695.1_ASM213069v1,M0014892-5,LIN-4,TRUE
GCF_002131715.1_ASM213171v1,M0014906-3,LIN-4,TRUE
GCA_001943885.1_ASM194388v1,M0014909-7,LIN-4,TRUE
GCA_002131395.1_ASM213139v1,M0015115-0,LIN-4,TRUE
GCA_001841785.1_ASM184178v1,M0015869-2,LIN-4,TRUE
GCA_002129635.1_ASM212963v1,M0015931-0,LIN-4,TRUE
GCF_001841565.1_ASM184156v1,M0016353-6,LIN-4,TRUE
GCA_002129665.1_ASM212966v1,M0016355-1,LIN-4,TRUE
GCA_001943805.1_ASM194380v1,M0016605-9,LIN-4,TRUE
GCA_001948535.1_ASM194853v1,M0016693-5,LIN-4,TRUE
GCA_001948545.1_ASM194854v1,M0016824-6,LIN-4,TRUE
GCA_002129685.1_ASM212968v1,M0016918-6,LIN-4,TRUE
GCA_001948565.1_ASM194856v1,M0017196-8,LIN-4,TRUE
GCF_001947705.1_ASM194770v1,M0017218-0,LIN-4,TRUE
GCA_002131015.1_ASM213101v1,M0017269-3,LIN-4,TRUE
GCF_002131455.1_ASM213145v1,M0017287-5,LIN-4,TRUE
GCA_001943745.1_ASM194374v1,M0017310-5,LIN-4,TRUE
GCF_002131765.1_ASM213176v1,M0017320-4,LIN-4,TRUE
GCA_002129725.1_ASM212972v1,M0017610-8,LIN-4,TRUE
GCF_002131805.1_ASM213180v1,M0017734-6,LIN-4,TRUE
GCA_001842105.1_ASM184210v1,M0017749-4,LIN-4,TRUE
GCA_001946885.1_ASM194688v1,M0017764-3,LIN-2,TRUE
GCA_001949095.1_ASM194909v1,M0018035-7,LIN-4,TRUE
GCA_002131495.1_ASM213149v1,M0018060-5,LIN-4,TRUE
GCF_001842015.1_ASM184201v1,M0018107-4,LIN-4,TRUE
GCA_002130585.1_ASM213058v1,M0018124-9,LIN-2,TRUE
GCA_001947865.1_ASM194786v1,M0018174-4,LIN-4,TRUE
GCF_001947825.1_ASM194782v1,M0018310-4,LIN-4,TRUE
GCF_002130935.1_ASM213093v1,M0018356-7,LIN-4,TRUE
GCA_001842255.1_ASM184225v1,M0018360-9,LIN-2,TRUE
GCA_001895785.1_ASM189578v1,M0018684-2,LIN-4,TRUE
GCF_001947815.1_ASM194781v1,M0018715-4,LIN-4,TRUE
GCF_002131525.1_ASM213152v1,M0018999-4,LIN-4,TRUE
GCA_002129745.1_ASM212974v1,M0019715-3,LIN-4,TRUE
GCF_002131105.1_ASM213110v1,M0019957-1,LIN-4,TRUE
GCA_001200395.1_6505_5_2,M00201208,LIN-4,TRUE
GCA_001947035.1_ASM194703v1,M0020190-6,LIN-2,TRUE
GCF_001947045.1_ASM194704v1,M0020319-1,LIN-4,TRUE
GCF_002131685.1_ASM213168v1,M0020454-6,LIN-4,TRUE
GCA_002131085.1_ASM213108v1,M0020843-0,LIN-4,TRUE
GCF_002130615.1_ASM213061v1,M0020865-3,LIN-2,TRUE
GCF_002131545.1_ASM213154v1,M0021260-6,LIN-4,TRUE
GCF_002130515.1_ASM213051v1,M0021365-3,LIN-2,TRUE
GCA_002131325.1_ASM213132v1,M0021400-8,LIN-2,TRUE
GCF_001841765.1_ASM184176v1,M0021577-3,LIN-4,TRUE
GCA_002129385.1_ASM212938v1,M0021595-5,LIN-4,TRUE
GCF_001841575.1_ASM184157v1,M0021672-2,LIN-4,TRUE
GCF_002131705.1_ASM213170v1,M0021686-2,LIN-1,TRUE
GCA_002129695.1_ASM212969v1,M0021852-0,LIN-4,TRUE
GCF_001842165.1_ASM184216v1,M0021971-8,LIN-4,TRUE
GCA_002129755.1_ASM212975v1,M0022059-1,LIN-4,TRUE
GCA_002131115.1_ASM213111v1,M0022188-8,LIN-4,TRUE
GCF_001841815.1_ASM184181v1,M0022228-2,LIN-4,TRUE
GCF_002131555.1_ASM213155v1,M0022470-0,LIN-4,TRUE
GCA_001842295.1_ASM184229v1,M0022506-1,LIN-2,TRUE
GCF_002130605.1_ASM213060v1,M0022516-0,LIN-2,TRUE
GCA_002130625.1_ASM213062v1,M0022539-2,LIN-2,TRUE
GCF_002129785.1_ASM212978v1,M0022618-4,LIN-4,TRUE
GCF_001841965.1_ASM184196v1,M0022844-6,LIN-4,TRUE
GCA_002131265.1_ASM213126v1,M0022871-9,LIN-4,TRUE
GCF_001944285.1_ASM194428v1,M0022899-0,LIN-4,TRUE
GCA_001842245.1_ASM184224v1,M0023039-2,LIN-4,TRUE
GCF_002131595.1_ASM213159v1,M0023347-9,LIN-4,TRUE
GCF_002129805.1_ASM212980v1,M0023579-7,LIN-4,TRUE
GCF_001842055.1_ASM184205v1,M0023843-7,LIN-4,TRUE
GCA_002131625.1_ASM213162v1,M0024027-6,LIN-4,TRUE
GCF_001842195.1_ASM184219v1,M0024214-0,LIN-4,TRUE
GCF_001841605.1_ASM184160v1,M0024434-4,LIN-4,TRUE
GCF_002131585.1_ASM213158v1,M0024514-3,LIN-4,TRUE
GCA_001948065.1_ASM194806v1,M0025135-6,LIN-4,TRUE
GCA_001949005.1_ASM194900v1,M0025221-4,LIN-4,TRUE
GCA_002131135.1_ASM213113v1,M0025473-1,LIN-4,TRUE
GCA_001949025.1_ASM194902v1,M0025667-8,LIN-4,TRUE
GCF_001842265.1_ASM184226v1,M0026039-9,LIN-2,TRUE
GCA_001322565.1_6586_8_7,M0101321,LIN-4,TRUE
GCA_001322065.1_6586_8_2,M0312712,LIN-4,TRUE
GCA_001324445.1_7935_3_90,M0506147,LIN-3,TRUE
GCA_001210505.1_6505_4_6,M09400328,LIN-4,TRUE
GCA_001318845.1_5237_8_9,M09400374,LIN-4,TRUE
GCA_001319025.1_6505_4_8,M09400397,LIN-4,TRUE
GCA_001201055.1_6505_4_9,M09400937,LIN-4,TRUE
GCA_001208505.1_6505_4_10,M09401471,LIN-4,TRUE
GCA_001200015.1_5237_8_8,M09402043,LIN-4,TRUE
GCA_001192575.1_5237_8_10,M09500081,LIN-4,TRUE
GCA_001196295.1_6505_4_11,M09502139,LIN-4,TRUE
GCF_000654315.1_Myco_tube_M1004_V1,M1004,LIN-1,TRUE
GCF_000654375.1_Myco_tube_M1007_V1,M1007,LIN-1,TRUE
GCA_000654395.1_Myco_tube_M1008_V1,M1008,LIN-1,TRUE
GCA_002148975.1_ASM214897v1,M1009_1,LIN-B,TRUE
GCA_000654415.1_Myco_tube_M1009_V1,M1009,LIN-1,TRUE
GCA_002149005.1_ASM214900v1,M1010_1,LIN-B,TRUE
GCF_000654435.1_Myco_tube_M1010_V1,M1010,LIN-1,TRUE
GCA_000654475.1_Myco_tube_M1011_V1,M1011,LIN-1,TRUE
GCF_000654455.1_Myco_tube_M1012_V1,M1012,LIN-1,TRUE
GCA_000654495.1_Myco_tube_M1017_V1,M1017,LIN-3,TRUE
GCA_000654515.1_Myco_tube_M1021_V1,M1021,LIN-1,TRUE
GCF_000654555.1_Myco_tube_M1022_V1,M1022,LIN-1,TRUE
GCF_000654535.1_Myco_tube_M1023_V1,M1023,LIN-1,TRUE
GCF_000654575.1_Myco_tube_M1024_V1,M1024,LIN-1,TRUE
GCA_000654595.1_Myco_tube_M1025_V1,M1025,LIN-1,TRUE
GCA_000654615.1_Myco_tube_M1026_V1,M1026,LIN-1,TRUE
GCA_000658335.1_Myco_tube_M1029_V1,M1029,LIN-1,TRUE
GCA_000658355.1_Myco_tube_M1030_V1,M1030,LIN-1,TRUE
GCA_000654635.1_Myco_tube_M1034_V1,M1034,LIN-1,TRUE
GCF_000654655.1_Myco_tube_M1210_V1,M1210,LIN-1,TRUE
GCA_000654675.1_Myco_tube_M1212_V1,M1212,LIN-1,TRUE
GCF_000654695.1_Myco_tube_M1213_V1,M1213,LIN-1,TRUE
GCA_000654715.1_Myco_tube_M1215_V1,M1215,LIN-1,TRUE
GCA_000654735.1_Myco_tube_M1221_V1,M1221,LIN-1,TRUE
GCA_000654755.1_Myco_tube_M1232_V1,M1232,LIN-1,TRUE
GCA_000654775.1_Myco_tube_M1233_V1,M1233,LIN-1,TRUE
GCA_000654795.1_Myco_tube_M1236_V1,M1236,LIN-1,TRUE
GCA_000654815.1_Myco_tube_M1253_V1,M1253,LIN-1,TRUE
GCA_000654835.1_Myco_tube_M1270_V1,M1270,LIN-3,TRUE
GCA_000654855.1_Myco_tube_M1271_V1,M1271,LIN-1,TRUE
GCA_000654935.1_Myco_tube_M1272_V1,M1272,LIN-1,TRUE
GCA_000654875.1_Myco_tube_M1273_V1,M1273,LIN-1,TRUE
GCA_000654895.1_Myco_tube_M1274_V1,M1274,LIN-3,TRUE
GCA_000654915.1_Myco_tube_M1283_V1,M1283,LIN-1,TRUE
GCF_000654955.1_Myco_tube_M1287_V1,M1287,LIN-1,TRUE
GCA_000654975.1_Myco_tube_M1288_V1,M1288,LIN-1,TRUE
GCA_000654995.1_Myco_tube_M1292_V1,M1292,LIN-3,TRUE
GCA_000655015.1_Myco_tube_M1294_V1,M1294,LIN-3,TRUE
GCA_000655035.1_Myco_tube_M1295_V1,M1295,LIN-1,TRUE
GCA_002099275.1_ASM209927v1,M13_2,LIN-4,TRUE
GCA_000665825.1_Myco_tube_M_13_V1,M13,LIN-1,TRUE
GCA_000655055.1_Myco_tube_M1300_V1,M1300,LIN-1,TRUE
GCF_000655075.1_Myco_tube_M1304_V1,M1304,LIN-1,TRUE
GCA_000706145.1_Myco_tube_M1307_V1,M1307,LIN-1,TRUE
GCA_000662465.1_Myco_tube_M1309_V1,M1309,LIN-3,TRUE
GCF_000662485.1_Myco_tube_M1310_V1,M1310,LIN-1,TRUE
GCA_000662505.1_Myco_tube_M1315_V1,M1315,LIN-1,TRUE
GCF_000662525.1_Myco_tube_M1317_V1,M1317,LIN-1,TRUE
GCF_000662545.1_Myco_tube_M1319_V1,M1319,LIN-1,TRUE
