Sample_id,MixInfect,bayesian,Demixer,0,avg,long_bar,mean,,,,,,,,,,
ERR176783,Non-Mix,Non-mix,Non-Mix,medium,0.1,303,0.089137701,4.3.4.2.1,,,,,1,,,,
ERR176784,Non-Mix,Non-mix,Non-Mix,medium,0.13,244,0.09820367,4.3.4.2.1,,,,,1,,,,
ERR176785,Mix,Non-mix,Non-Mix,high,0.16,146,0.136071138,3,,,,,1,,,,
ERR176786,Non-Mix,Non-mix,Non-Mix,high,0.15,172,0.119603554,4.1.2,,,,,1,,,,
ERR176787,Non-mix,Non-mix,Non-Mix,high,0.13,173,0.124600484,4.3.4.2.1,,,,,1,,,,
ERR176788,Non-Mix,Non-mix,Non-Mix,high,0.12,164,0.106756757,1.1.3.2,,,,,1,,,,
ERR176789,Non-Mix,Non-mix,Non-Mix,high,0.15,173,0.124019608,4.3.4.2.1,,,,,1,,,,
ERR176790,Non-Mix,Non-mix,Non-Mix,high,0.16,127,0.123421053,4.3.4.2.1,,,,,1,,,,
ERR176791,Non-Mix,Non-mix,Non-Mix,high,0.14,171,0.114018574,3.1.1,,,,,1,,,,
ERR176792,Non-Mix,Non-mix,Non-Mix,high,0.12,185,0.105670103,4.8,,,,,1,,,,
ERR176793,Mix,Mix,Mix,high,0.42,477,0.407317073,1.1.2,4.1.1.3,4.1.2,4.4.1.2,,0.01,0.23,0.01,0.74,
ERR176795,Non-Mix,Non-mix,Non-Mix,medium,0.14,275,0.087848921,1.1.2,,,,,1,,,,
ERR176796,Mix,Mix,Non-Mix,high,0.16,142,0.133627451,1.1.3.2,,,,,1,,,,
ERR176797,Non-Mix,Non-mix,Non-Mix,medium,0.14,243,0.108333333,4.3.4.1,,,,,1,,,,
ERR176798,Non-Mix,Non-mix,Non-Mix,high,0.12,185,0.097103448,4.3.4.2.1,,,,,1,,,,
ERR176799,Non-Mix,Non-mix,Non-Mix,high,0.12,214,0.121052632,2.2.1,,,,,1,,,,
ERR176800,Non-Mix,Non-mix,Non-Mix,medium,0.13,270,0.088028169,1.1.2,,,,,1,,,,
ERR176801,Non-Mix,Non-mix,Non-Mix,high,0.14,191,0.132163743,4.3.4.2.1,,,,,1,,,,
ERR176802,Mix,Mix,Non-Mix,high,0.15,172,0.113438257,4.3.4.2.1,,,,,1,,,,
ERR176803,Non-Mix,Non-mix,Non-Mix,medium,0.12,289,0.093198737,4.3.4.2.1,,,,,1,,,,
ERR176804,Non-Mix,Non-mix,Non-Mix,high,0.12,206,0.110957854,4.9.1,,,,,1,,,,
ERR176805,Non-Mix,Non-mix,Non-Mix,medium,0.08,320,0.078876679,4.1,,,,,1,,,,
ERR176806,Non-Mix,Non-mix,Non-Mix,medium,0.1,316,0.088600165,4.3.4.2.1,,,,,1,,,,
ERR176807,Mix,Mix,Mix,high,0.09,532,0.095644283,1.1.3.2,4.3.4.2.1,,,,0.08,0.92,,,
ERR176808,Non-Mix,Non-mix,Non-Mix,high,0.16,192,0.117188694,4.9.1,,,,,1,,,,
ERR176809,Mix,Mix,Non-Mix,high,0.13,156,0.117307692,4.3.4.2.1,,,,,1,,,,
ERR176810,Mix,Mix,Non-Mix,high,0.12,193,0.114285714,4.3.2.1,,,,,1,,,,
ERR176811,Non-Mix,Non-mix,Non-Mix,high,0.18,120,0.13852459,4.9.1,,,,,1,,,,
ERR176812,Non-Mix,Non-mix,Non-Mix,medium,0.11,266,0.10625,4.3.4.2.1,,,,,1,,,,
ERR176813,Mix,Mix,Mix,high,0.11,405,0.08952381,1.1.2,1.1.3.2,4.3.4.2.1,,,0.01,0.97,0.02,,
ERR176814,Non-Mix,Non-mix,Non-Mix,medium,0.12,319,0.091666667,4.3.4.2.1,,,,,1,,,,
ERR176815,Non-Mix,Non-mix,Non-Mix,medium,0.1,310,0.080861244,4.1.2,,,,,1,,,,
ERR176816,Non-Mix,Non-mix,Non-Mix,medium,0.11,310,0.083806282,4.3.4.2.1,,,,,1,,,,
ERR176817,Non-Mix,Non-mix,Non-Mix,medium,0.09,283,0.090204866,4.3.4.2.1,,,,,1,,,,
ERR176818,Non-Mix,Non-mix,Non-Mix,medium,0.09,294,0.075302589,4.3.4.2.1,,,,,1,,,,
ERR176819,Non-Mix,Non-mix,Non-Mix,low,0.07,501,0.062429195,1.1.3.2,,,,,1,,,,
ERR176820,Non-Mix,Non-mix,Non-Mix,medium,0.1,270,0.098225495,4.3.4.2.1,,,,,1,,,,
ERR176821,Non-Mix,Non-mix,Non-Mix,medium,0.11,322,0.088029249,4.3.4.2.1,,,,,1,,,,
ERR176822,Non-Mix,Non-mix,Non-Mix,medium,0.09,272,0.086281235,4.3.4.2.1,,,,,1,,,,
ERR176823,Non-Mix,Non-mix,Non-Mix,high,0.14,181,0.109298011,1.2.2,,,,,1,,,,
ERR176824,Non-Mix,Non-mix,Non-Mix,medium,0.09,281,0.071043546,4.9.1,,,,,1,,,,
ERR176825,Non-Mix,Non-mix,Non-Mix,medium,0.08,268,0.093905109,3,,,,,1,,,,
ERR176826,Non-Mix,Non-mix,Non-Mix,high,0.12,202,0.112517868,4.3.4.1,,,,,1,,,,
ERR176827,Non-Mix,Non-mix,Non-Mix,medium,0.11,334,0.074179104,1.1.2,,,,,1,,,,
ERR176828,Non-Mix,Non-mix,Non-Mix,medium,0.1,307,0.06666574,4.3.4.2.1,,,,,1,,,,
ERR176829,Non-Mix,Non-mix,Non-Mix,medium,0.1,353,0.079009319,4,,,,,1,,,,
ERR181674,Non-Mix,Non-mix,Non-Mix,medium,0.08,341,0.081678,4.3.4.2.1,,,,,1,,,,
ERR181675,Non-Mix,Non-mix,Non-Mix,medium,0.08,318,0.087722664,4.3.4.2.1,,,,,1,,,,
ERR181676,Non-Mix,Non-mix,Non-Mix,medium,0.1,359,0.075420932,4.3.4.2.1,,,,,1,,,,
ERR181677,Non-Mix,Non-mix,Non-Mix,medium,0.12,313,0.097840604,4.3.4.2.1,,,,,1,,,,
ERR181678,Non-Mix,Non-mix,Non-Mix,medium,0.12,231,0.103508772,4.3.4.2.1,,,,,1,,,,
ERR181679,Non-Mix,Non-mix,Non-Mix,high,0.13,162,0.105797101,4.8,,,,,1,,,,
ERR181680,Non-mix,Non-mix,Non-Mix,low,0.11,387,0.076128697,1.1.2,,,,,1,,,,
ERR181681,Non-Mix,Non-mix,Mix,medium,0.1,355,0.078190197,4.1.1.3,4.1.2,,,,0.71,0.29,,,
ERR181682,Non-Mix,Non-mix,Non-Mix,medium,0.11,252,0.088005137,1.1.3.2,,,,,1,,,,
ERR181683,Non-Mix,Non-mix,Non-Mix,medium,0.1,369,0.077730572,3.1.1,,,,,1,,,,
ERR181684,Non-Mix,Non-mix,Mix,high,0.04,569,0.041625,4.1.2,4.3.4.2.1,,,,0.98,0.02,,,
ERR181685,Non-Mix,Non-mix,Non-Mix,medium,0.1,346,0.074203882,4.3.4.2.1,,,,,1,,,,
ERR181686,Mix,Mix,Mix,high,0.1,643,0.082992064,3.1.1,4.3.4.2.1,,,,0.1,0.9,,,
ERR181687,Non-Mix,Non-mix,Non-Mix,medium,0.09,351,0.089537037,1.2.2,,,,,1,,,,
ERR181688,Mix,Mix,Mix,medium,0.1,346,0.10381016,4.3.4.1,4.3.4.2.1,,,,0.16,0.84,,,
ERR181689,Mix,Mix,Mix,high,0.13,451,0.081411986,4.3.4.1,4.3.4.2.1,,,,0.82,0.18,,,
ERR181690,Non-Mix,Non-mix,Non-Mix,high,0.12,202,0.120570305,4.1.1.3,,,,,1,,,,
ERR181691,Non-Mix,Non-mix,Non-Mix,medium,0.07,331,0.073667525,4.3.4.2.1,,,,,1,,,,
ERR181692,Non-Mix,Non-mix,Non-Mix,medium,0.12,330,0.089013136,3.1.1,,,,,1,,,,
ERR181693,Non-Mix,Non-mix,Non-Mix,medium,0.1,263,0.101251747,3.1.1,,,,,1,,,,
ERR181694,Non-Mix,Non-mix,Non-Mix,medium,0.12,290,0.100628931,4.3.4.2.1,,,,,1,,,,
ERR181695,Mix,Mix,Mix,medium,0.1,314,0.102134725,3.1.1,4.3.4.2.1,,,,0.03,0.97,,,
ERR181696,Non-Mix,Non-mix,Non-Mix,medium,0.08,356,0.073610819,2.2,,,,,1,,,,
ERR181697,Non-Mix,Non-mix,Non-Mix,medium,0.12,352,0.081676172,4.1.2,,,,,1,,,,
ERR181698,Non-Mix,Non-mix,Non-Mix,medium,0.09,345,0.077804993,4.3.4.2.1,,,,,1,,,,
ERR181699,Non-Mix,Non-mix,Non-Mix,medium,0.03,344,0.061588631,4.3.4.2.1,,,,,1,,,,
ERR181700,Non-Mix,Non-mix,Non-Mix,high,0.11,208,0.113135711,4.3.4.2.1,,,,,1,,,,
ERR181701,Non-Mix,Non-mix,Non-Mix,medium,0.12,218,0.10909521,4.3.4.2.1,,,,,1,,,,
ERR181702,Non-Mix,Non-mix,Non-Mix,medium,0.12,266,0.091243386,4.3.4.2.1,,,,,1,,,,
ERR181703,Non-Mix,Non-mix,Non-Mix,low,0.11,373,0.082142857,3,,,,,1,,,,
ERR181704,Non-Mix,Non-mix,Non-Mix,medium,0.09,326,0.090298507,4,,,,,1,,,,
ERR181705,Mix,Mix,Mix,high,0.12,764,0.124543956,1.2.2.1,4.3.4.2.1,,,,0.19,0.81,,,
ERR181706,Non-Mix,Non-mix,Non-Mix,medium,0.1,307,0.098027079,4.3.4.2.1,,,,,1,,,,
ERR181707,Non-Mix,Non-mix,Non-Mix,low,0.1,417,0.071150072,3.1.1,,,,,1,,,,
ERR181708,Mix,Mix,Mix,high,0.07,959,0.059293135,1.1.2,4.3.4.2.1,,,,0.96,0.04,,,
ERR181709,Non-Mix,Non-mix,Non-Mix,medium,0.1,359,0.072040134,4.3.4.2.1,,,,,1,,,,
ERR181710,Non-Mix,Non-mix,Non-Mix,medium,0.1,255,0.106883414,4.3.3,,,,,1,,,,
ERR181713,Non-mix,Non-mix,Non-Mix,medium,0.14,287,0.099574433,3.1.1,,,,,1,,,,
ERR181714,Non-Mix,Non-mix,Non-Mix,high,0.17,154,0.128778853,4.3.4.2.1,,,,,1,,,,
ERR181716,Non-Mix,Non-mix,Non-Mix,medium,0.11,310,0.09567447,4.3.4.2.1,,,,,1,,,,
ERR181717,Non-Mix,Non-mix,Non-Mix,medium,0.09,358,0.091702994,3.1.1,,,,,1,,,,
ERR181718,Non-Mix,Non-mix,Non-Mix,medium,0.09,315,0.089686552,3.1.1,,,,,1,,,,
ERR181719,Non-Mix,Non-mix,Non-Mix,medium,0.12,245,0.094514502,4.3.4.2.1,,,,,1,,,,
ERR181720,Non-Mix,Non-mix,Non-Mix,medium,0.1,309,0.097511312,4.3.4.2.1,,,,,1,,,,
ERR181721,Non-Mix,Non-mix,Non-Mix,medium,0.12,295,0.078719427,4.3.4.2.1,,,,,1,,,,
ERR181722,Non-Mix,Non-mix,Non-Mix,medium,0.1,269,0.105574324,2.2.1,,,,,1,,,,
ERR181723,Non-Mix,Non-mix,Non-Mix,high,0.12,164,0.127142857,1.2.2,,,,,1,,,,
ERR181724,Non-Mix,Non-mix,Non-Mix,high,0.15,171,0.128683006,1.1.2,,,,,1,,,,
ERR181725,Non-Mix,Non-mix,Non-Mix,high,0.15,144,0.145343228,1.2.2.1,,,,,1,,,,
ERR181726,Non-Mix,Non-mix,Non-Mix,medium,0.11,254,0.107082749,4.3.4.2.1,,,,,1,,,,
ERR181727,Non-Mix,Non-mix,Non-Mix,medium,0.12,277,0.102701238,4.3.4.1,,,,,1,,,,
ERR181728,Non-Mix,Non-mix,Non-Mix,high,0.12,202,0.093514851,1.1.2,,,,,1,,,,
ERR181729,Non-Mix,Non-mix,Non-Mix,high,0.12,194,0.115959741,4.3.4.2.1,,,,,1,,,,
ERR181730,Non-Mix,Non-mix,Non-Mix,medium,0.12,316,0.095504496,4.3.4.2.1,,,,,1,,,,
ERR181731,Non-Mix,Non-mix,Non-Mix,medium,0.11,299,0.097757313,4.1.2,,,,,1,,,,
ERR181732,Non-Mix,Non-mix,Mix,high,0.1,378,0.084976865,4.3.4.2.1,_,,,,0.95,0.05,,,
ERR181733,Non-Mix,Non-mix,Non-Mix,medium,0.11,312,0.085890058,4.3.4.2.1,,,,,1,,,,
ERR181734,Non-Mix,Non-mix,Non-Mix,medium,0.1,308,0.097705252,4.3.4.1,,,,,1,,,,
ERR181737,Non-Mix,Non-mix,Non-Mix,medium,0.12,267,0.10953271,4.3.4.2.1,,,,,1,,,,
ERR181738,Non-Mix,Non-mix,Non-Mix,high,0.13,178,0.122423522,4.3.4.2.1,,,,,1,,,,
ERR181739,Non-Mix,Non-mix,Non-Mix,low,0.11,417,0.070460829,1.1.3.2,,,,,1,,,,
ERR181740,Non-Mix,Non-mix,Non-Mix,medium,0.11,244,0.110982009,4.3.4.2.1,,,,,1,,,,
ERR181741,Non-Mix,Non-mix,Non-Mix,high,0.13,177,0.1175,4.3.4.2.1,,,,,1,,,,
ERR181743,Non-Mix,Non-mix,Non-Mix,medium,0.07,279,0.084628099,4.3.4.2.1,,,,,1,,,,
ERR181746,Non-Mix,Non-mix,Non-Mix,medium,0.11,280,0.096339238,4.3.4.2.1,,,,,1,,,,
ERR181747,Non-Mix,Non-mix,Non-Mix,medium,0.08,273,0.083497797,4.3.4.2.1,,,,,1,,,,
ERR181748,Non-Mix,Non-mix,Non-Mix,medium,0.1,289,0.100943396,4.3.4.2.1,,,,,1,,,,
ERR181749,Mix,Mix,Non-Mix,high,0.19,40,0.175510204,4.3.4.2.1,,,,,1,,,,
ERR181750,Mix,Mix,Non-Mix,high,0.18,106,0.151886792,1.1.3.2,,,,,1,,,,
ERR181752,Mix,Mix,Non-Mix,high,0.12,217,0.103568298,1.1.3.2,,,,,1,,,,
ERR181753,Mix,Mix,Non-Mix,medium,0.12,243,0.108463466,4.3.4.2.1,,,,,1,,,,
ERR181754,Non-Mix,Non-mix,Non-Mix,medium,0.12,291,0.090241045,4.3.4.2.1,,,,,1,,,,
ERR181755,Non-Mix,Non-mix,Non-Mix,medium,0.12,279,0.107244844,4.3.4.2.1,,,,,1,,,,
ERR181756,Non-Mix,Non-mix,Non-Mix,medium,0.1,306,0.087399957,4.1.2,,,,,1,,,,
ERR181757,Non-Mix,Non-mix,Non-Mix,medium,0.1,370,0.079020979,4.1.2,,,,,1,,,,
ERR181758,Non-Mix,Non-mix,Non-Mix,medium,0.12,302,0.085744919,4.3.4.2.1,,,,,1,,,,
ERR181759,Non-Mix,Non-mix,Non-Mix,medium,0.09,334,0.079086674,4.3.4.2.1,,,,,1,,,,
ERR181760,Non-Mix,Non-mix,Non-Mix,medium,0.11,312,0.087081301,1.1.3.2,,,,,1,,,,
ERR181761,Non-Mix,Non-mix,Non-Mix,medium,0.1,301,0.092365924,4.3.4.2.1,,,,,1,,,,
ERR181762,Non-Mix,Non-mix,Non-Mix,medium,0.11,302,0.084421374,4.3.4.2.1,,,,,1,,,,
ERR181763,Non-Mix,Non-mix,Non-Mix,medium,0.06,353,0.076332906,3.1.1,,,,,1,,,,
ERR181764,Non-Mix,Non-mix,Non-Mix,medium,0.09,294,0.071035714,4.3.4.2.1,,,,,1,,,,
ERR181765,Non-Mix,Non-mix,Non-Mix,medium,0.05,339,0.077466393,4.3.4.2.1,,,,,1,,,,
ERR181766,Non-Mix,Non-mix,Non-Mix,low,0.1,399,0.075336282,3,,,,,1,,,,
ERR181767,Non-Mix,Non-mix,Non-Mix,medium,0.08,347,0.073830049,4.3.4.2.1,,,,,1,,,,
ERR181768,Non-Mix,Non-mix,Non-Mix,medium,0.08,301,0.076741318,4.3.4.2.1,,,,,1,,,,
ERR181769,Non-Mix,Non-mix,Non-Mix,low,0.08,409,0.078829966,2.2.1,,,,,1,,,,
ERR181770,Non-Mix,Non-mix,Non-Mix,low,0.05,374,0.064809165,3.1.1,,,,,1,,,,
ERR181771,Non-Mix,Non-mix,Non-Mix,high,0.12,152,0.102,3.1.1,,,,,1,,,,
ERR181772,Non-Mix,Non-mix,Non-Mix,medium,0.11,270,0.076601458,4.3.4.2.1,,,,,1,,,,
ERR181773,Non-Mix,Non-mix,Non-Mix,medium,0.11,359,0.076622718,3,,,,,1,,,,
ERR181774,Non-Mix,Non-mix,Non-Mix,medium,0.1,317,0.096153846,4.3.4.2.1,,,,,1,,,,
ERR181775,Non-Mix,Non-mix,Non-Mix,medium,0.11,331,0.088811189,1.1.3.2,,,,,1,,,,
ERR181777,Non-Mix,Non-mix,Non-Mix,medium,0.11,298,0.082600684,4.3.4.2.1,,,,,1,,,,
ERR181778,Non-Mix,Non-mix,Non-Mix,low,0.09,374,0.086241611,1.2.2.1,,,,,1,,,,
ERR181779,Non-Mix,Non-mix,Non-Mix,low,0.09,387,0.081478046,1.1.3.2,,,,,1,,,,
ERR181780,Non-Mix,Non-mix,Mix,medium,0.1,306,0.0799244,4.1.2,4.3.4.2.1,,,,0.01,0.99,,,
ERR181781,Non-Mix,Non-mix,Non-Mix,medium,0.12,273,0.084177215,4.1.2,,,,,1,,,,
ERR181782,Mix,Mix,Mix,high,0.1,820,0.07967033,3.1.1,4.1.1.3,,,,0.89,0.11,,,
ERR181893,Non-Mix,Non-mix,Non-Mix,high,0.12,183,0.100978121,3.1.1,,,,,1,,,,
ERR181894,Non-Mix,Non-mix,Non-Mix,high,0.13,199,0.117564259,4.3.4.2.1,,,,,1,,,,
ERR181895,Non-Mix,Non-mix,Non-Mix,high,0.11,187,0.118681319,4.3.4.2.1,,,,,1,,,,
ERR181896,Non-Mix,Non-mix,Non-Mix,high,0.15,102,0.125357711,4.3.4.2.1,,,,,1,,,,
ERR181897,Non-Mix,Non-mix,Non-Mix,high,0.11,192,0.10625,4.3.4.2.1,,,,,1,,,,
ERR181898,Non-Mix,Non-mix,Non-Mix,high,0.12,171,0.122972973,2.2.1,,,,,1,,,,
ERR181899,Non-Mix,Non-mix,Non-Mix,medium,0.12,221,0.111027299,4.1.2,,,,,1,,,,
ERR181900,Non-Mix,Non-mix,Non-Mix,high,0.12,174,0.106818182,4.3.4.2.1,,,,,1,,,,
ERR181901,Non-Mix,Non-mix,Non-Mix,medium,0.11,247,0.09677673,4.9.1,,,,,1,,,,
ERR181902,Non-Mix,Non-mix,Non-Mix,high,0.12,172,0.118969298,4.3.4.2.1,,,,,1,,,,
ERR181903,Non-Mix,Non-mix,Non-Mix,high,0.12,197,0.109127789,4.8,,,,,1,,,,
ERR181904,Non-Mix,Non-mix,Non-Mix,high,0.12,187,0.103455285,4.3.4.2.1,,,,,1,,,,
ERR181905,Non-Mix,Non-mix,Non-Mix,high,0.14,140,0.131367731,2.2.1,,,,,1,,,,
ERR181906,Non-Mix,Non-mix,Non-Mix,high,0.14,145,0.113697479,3.1.1,,,,,1,,,,
ERR181907,Non-Mix,Non-mix,Non-Mix,high,0.12,173,0.115060241,1.1.2,,,,,1,,,,
ERR181908,Non-Mix,Non-mix,Non-Mix,high,0.12,208,0.11438307,4.3.4.2.1,,,,,1,,,,
ERR181909,Mix,Mix,Mix,low,0.12,205,0.108504983,1.1.3.2,4.3.4.2.1,_,,,0.01,0.97,0.02,,
ERR181911,Non-Mix,Non-mix,Non-Mix,high,0.14,167,0.11778612,4.3.4.2.1,,,,,1,,,,
ERR181912,Non-Mix,Non-mix,Non-Mix,high,0.13,158,0.139670165,1.1.3.2,,,,,1,,,,
ERR181913,Mix,Mix,Mix,low,0.12,199,0.10597622,1.1.3.2,4.3.4.2.1,,,,0.01,0.99,,,
ERR181914,Non-Mix,Non-mix,Non-Mix,high,0.12,196,0.108590824,4.3.4.2.1,,,,,1,,,,
ERR181915,Non-Mix,Non-mix,Non-Mix,high,0.11,210,0.107629734,4.3.4.2.1,,,,,1,,,,
ERR181916,Non-Mix,Non-mix,Non-Mix,high,0.15,178,0.130942005,2.2.1,,,,,1,,,,
ERR181917,Non-Mix,Non-mix,Non-Mix,high,0.12,143,0.105890603,4.3.4.2.1,,,,,1,,,,
ERR181918,Non-Mix,Non-mix,Non-Mix,high,0.14,148,0.123972603,2.2.1,,,,,1,,,,
ERR181919,Non-Mix,Non-mix,Non-Mix,high,0.12,194,0.114565191,3.1.1,,,,,1,,,,
ERR181920,Non-Mix,Non-mix,Non-Mix,high,0.16,156,0.1175,1.1.3.2,,,,,1,,,,
ERR181921,Non-Mix,Non-mix,Non-Mix,high,0.11,203,0.092765217,4.1.2,,,,,1,,,,
ERR181922,Non-Mix,Non-mix,Non-Mix,high,0.11,193,0.116666667,4.3.4.2.1,,,,,1,,,,
ERR181923,Mix,Mix,Mix,medium,0.12,234,0.108834186,4.1.1.3,4.3.4.2.1,,,,0.99,0.01,,,
ERR181924,Non-Mix,Non-mix,Non-Mix,high,0.12,187,0.107094495,4.3.4.2.1,,,,,1,,,,
ERR181925,Non-Mix,Non-mix,Non-Mix,medium,0.11,230,0.10328495,4.3.4.2.1,,,,,1,,,,
ERR181926,Non-Mix,Non-mix,Non-Mix,high,0.12,182,0.121075445,4.3.4.2.1,,,,,1,,,,
ERR181927,Non-Mix,Non-mix,Non-Mix,high,0.11,208,0.113,4.3.4.2.1,,,,,1,,,,
ERR181928,Non-Mix,Non-mix,Non-Mix,high,0.15,95,0.180345831,4.3.4.2.1,,,,,1,,,,
ERR181929,Non-Mix,Non-mix,Non-Mix,high,0.16,121,0.154440154,1.1.3.2,,,,,1,,,,
ERR181930,Non-Mix,Non-mix,Non-Mix,high,0.14,153,0.098383956,1.2.2,,,,,1,,,,
ERR181931,Non-Mix,Non-mix,Non-Mix,high,0.12,197,0.116172566,4.3.4.2.1,,,,,1,,,,
ERR181933,Mix,Mix,Non-Mix,medium,0.1,237,0.103263403,1.2.2,,,,,1,,,,
ERR181934,Non-Mix,Non-mix,Non-Mix,high,0.11,203,0.100909902,4.3.4.2.1,,,,,1,,,,
ERR181935,Non-mix,Non-mix,Mix,medium,0.1,238,0.095452489,4.1.1.3,4.3.4.2.1,,,,0.01,0.99,,,
ERR181936,Non-Mix,Non-mix,Non-Mix,medium,0.12,224,0.110674157,1.1.2,,,,,1,,,,
ERR181937,Mix,Mix,Mix,medium,0.11,346,0.10007722,1.1.3.2,4.3.4.2.1,,,,0.04,0.96,,,
ERR181938,Non-Mix,Non-mix,Non-Mix,high,0.12,209,0.111810467,4.3.4.1,,,,,1,,,,
ERR181939,Non-Mix,Non-mix,Non-Mix,high,0.12,214,0.109825175,4.3.4.2.1,,,,,1,,,,
ERR181942,Non-Mix,Non-mix,Non-Mix,high,0.12,199,0.108387097,4.8,,,,,1,,,,
ERR181943,Non-Mix,Non-mix,Non-Mix,high,0.12,206,0.099217391,4.3.4.2.1,,,,,1,,,,
ERR181944,Non-Mix,Non-mix,Non-Mix,high,0.11,209,0.110683883,4.3.4.2.1,,,,,1,,,,
ERR181945,Mix,Mix,Mix,medium,0.08,361,0.09375,3.1.1,4.6,,,,0.97,0.03,,,
ERR181946,Non-Mix,Non-mix,Non-Mix,medium,0.12,228,0.108787365,4.4.1.1,,,,,1,,,,
ERR181947,Non-Mix,Non-mix,Non-Mix,medium,0.11,234,0.103022869,4.3.4.2.1,,,,,1,,,,
ERR181948,Non-Mix,Non-mix,Non-Mix,high,0.11,206,0.106007326,4.3.4.2.1,,,,,1,,,,
ERR181949,Non-Mix,Non-mix,Non-Mix,high,0.12,187,0.121621622,1.1.3.2,,,,,1,,,,
ERR181950,Non-Mix,Non-mix,Non-Mix,medium,0.11,273,0.102473887,4.3.4.2.1,,,,,1,,,,
ERR181951,Non-Mix,Non-mix,Non-Mix,medium,0.07,353,0.068724203,1.1.2,,,,,1,,,,
ERR181952,Non-Mix,Non-mix,Non-Mix,medium,0.1,319,0.079347826,3,,,,,1,,,,
ERR181953,Mix,Mix,Mix,high,0.09,375,0.083193033,2.2.1,3.1.1,,,,0.01,0.99,,,
ERR181954,Non-Mix,Non-mix,Non-Mix,high,0.1,209,0.108363636,4.3.4.1,,,,,1,,,,
ERR181955,Non-Mix,Non-mix,Non-Mix,medium,0.09,239,0.091948052,4,,,,,1,,,,
ERR181956,Non-mix,Non-mix,Non-Mix,medium,0.12,278,0.09461374,4.3.4.2.1,,,,,1,,,,
ERR181957,Non-Mix,Non-mix,Non-Mix,medium,0.12,251,0.096394589,4.3.4.2.1,,,,,1,,,,
ERR181958,Non-Mix,Non-mix,Non-Mix,medium,0.09,267,0.101592357,4.1.2,,,,,1,,,,
ERR181959,Non-Mix,Non-mix,Non-Mix,medium,0.12,226,0.109612403,4.3.4.2.1,,,,,1,,,,
ERR181960,Non-Mix,Non-mix,Non-Mix,medium,0.09,250,0.101923077,2.2.1,,,,,1,,,,
ERR181961,Non-Mix,Non-mix,Non-Mix,medium,0.11,290,0.091046179,1.1.3.2,,,,,1,,,,
ERR181962,Non-Mix,Non-mix,Non-Mix,medium,0.12,292,0.09107041,4.3.4.2.1,,,,,1,,,,
ERR181963,Non-Mix,Non-mix,Non-Mix,medium,0.11,314,0.076749186,1.1.3.2,,,,,1,,,,
ERR181964,Non-Mix,Non-mix,Non-Mix,medium,0.08,257,0.083698915,4.8,,,,,1,,,,
ERR181966,Non-Mix,Non-mix,Non-Mix,medium,0.12,280,0.08110742,4.3.4.2.1,,,,,1,,,,
ERR181967,Non-Mix,Non-mix,Non-Mix,medium,0.09,328,0.081161645,4.9.1,,,,,1,,,,
ERR181968,Non-Mix,Non-mix,Non-Mix,medium,0.09,315,0.072461599,4,,,,,1,,,,
ERR181969,Non-Mix,Non-mix,Non-Mix,medium,0.09,348,0.082898827,1.1.3.2,,,,,1,,,,
ERR181970,Non-Mix,Non-mix,Non-Mix,medium,0.09,323,0.079533793,3.1.1,,,,,1,,,,
ERR181972,Non-Mix,Non-mix,Non-Mix,medium,0.08,333,0.090262295,4,,,,,1,,,,
ERR181973,Non-Mix,Non-mix,Non-Mix,medium,0.12,267,0.108320546,4.3.4.2.1,,,,,1,,,,
ERR181974,Mix,Mix,Mix,medium,0.12,366,0.085774257,4.3.4.2.1,4.6.1.1,,,,0.92,0.08,,,
ERR181975,Non-Mix,Non-mix,Non-Mix,medium,0.1,314,0.089352584,4.2.2.2,,,,,1,,,,
ERR181977,Mix,Mix,Mix,high,0.12,565,0.0921875,1.1.2,4.1,4.3.4.2.1,,,0.85,0.09,0.06,,
ERR181978,Non-Mix,Non-mix,Non-Mix,high,0.12,201,0.102061311,4.3.4.2.1,,,,,1,,,,
ERR181979,Non-Mix,Non-mix,Non-Mix,medium,0.11,249,0.105419781,4.3.4.2.1,,,,,1,,,,
ERR181980,Non-Mix,Non-mix,Non-Mix,medium,0.11,237,0.106798286,bov,,,,,1,,,,
ERR181981,Non-Mix,Non-mix,Non-Mix,high,0.14,169,0.137209302,4.6.1.1,,,,,1,,,,
ERR181982,Non-Mix,Non-mix,Non-Mix,medium,0.12,339,0.082142857,1.1.3.2,,,,,1,,,,
ERR181983,Mix,Mix,Non-Mix,medium,0.1,346,0.081478992,1.1.3.2,,,,,1,,,,
ERR181984,Non-Mix,Non-mix,Non-Mix,high,0.12,202,0.119230769,4.3.4.2.1,,,,,1,,,,
ERR181985,Non-Mix,Non-mix,Non-Mix,high,0.12,144,0.100294118,4.3.4.2.1,,,,,1,,,,
ERR181987,Non-Mix,Non-mix,Non-Mix,medium,0.09,319,0.081050521,4.1.2,,,,,1,,,,
ERR181988,Non-Mix,Non-mix,Non-Mix,medium,0.11,282,0.087972973,4.1,,,,,1,,,,
ERR181989,Non-Mix,Non-mix,Non-Mix,medium,0.12,251,0.09464891,4.3.4.2.1,,,,,1,,,,
ERR181990,Non-Mix,Non-mix,Non-Mix,medium,0.12,302,0.091494419,4.3.4.2.1,,,,,1,,,,
ERR181991,Non-Mix,Non-mix,Non-Mix,medium,0.08,258,0.099209899,4.3.4.2.1,,,,,1,,,,
